 person question y
      1        1 1
      1        0 1
      2        1 1
      2        0 1
      3        1 1
      3        0 1
      4        1 1
      4        0 1
      5        1 1
      5        0 1
      6        1 1
      6        0 1
      7        1 1
      7        0 1
      8        1 1
      8        0 1
      9        1 1
      9        0 1
     10        1 1
     10        0 1
     11        1 1
     11        0 1
     12        1 1
     12        0 1
     13        1 1
     13        0 2
     14        1 1
     14        0 2
     15        1 1
     15        0 2
     16        1 1
     16        0 2
     17        1 1
     17        0 2
     18        1 1
     18        0 2
     19        1 1
     19        0 2
     20        1 1
     20        0 2
     21        1 1
     21        0 2
     22        1 1
     22        0 2
     23        1 1
     23        0 2
     24        1 1
     24        0 2
     25        1 1
     25        0 2
     26        1 1
     26        0 2
     27        1 1
     27        0 2
     28        1 1
     28        0 2
     29        1 1
     29        0 2
     30        1 1
     30        0 2
     31        1 1
     31        0 2
     32        1 1
     32        0 2
     33        1 1
     33        0 2
     34        1 1
     34        0 2
     35        1 1
     35        0 2
     36        1 1
     36        0 2
     37        1 1
     37        0 2
     38        1 1
     38        0 2
     39        1 1
     39        0 2
     40        1 1
     40        0 2
     41        1 1
     41        0 2
     42        1 1
     42        0 2
     43        1 1
     43        0 2
     44        1 1
     44        0 2
     45        1 1
     45        0 2
     46        1 1
     46        0 2
     47        1 1
     47        0 2
     48        1 1
     48        0 2
     49        1 1
     49        0 2
     50        1 1
     50        0 2
     51        1 1
     51        0 2
     52        1 1
     52        0 2
     53        1 1
     53        0 2
     54        1 1
     54        0 2
     55        1 1
     55        0 2
     56        1 1
     56        0 3
     57        1 1
     57        0 3
     58        1 1
     58        0 3
     59        1 1
     59        0 3
     60        1 1
     60        0 3
     61        1 1
     61        0 3
     62        1 1
     62        0 3
     63        1 1
     63        0 3
     64        1 1
     64        0 3
     65        1 1
     65        0 3
     66        1 1
     66        0 3
     67        1 1
     67        0 3
     68        1 1
     68        0 3
     69        1 1
     69        0 3
     70        1 1
     70        0 3
     71        1 1
     71        0 3
     72        1 1
     72        0 3
     73        1 1
     73        0 3
     74        1 1
     74        0 3
     75        1 1
     75        0 3
     76        1 1
     76        0 3
     77        1 1
     77        0 3
     78        1 1
     78        0 3
     79        1 1
     79        0 3
     80        1 1
     80        0 3
     81        1 1
     81        0 3
     82        1 1
     82        0 3
     83        1 1
     83        0 3
     84        1 1
     84        0 3
     85        1 1
     85        0 3
     86        1 1
     86        0 3
     87        1 1
     87        0 3
     88        1 1
     88        0 3
     89        1 1
     89        0 3
     90        1 1
     90        0 3
     91        1 1
     91        0 3
     92        1 1
     92        0 3
     93        1 1
     93        0 3
     94        1 1
     94        0 3
     95        1 1
     95        0 3
     96        1 1
     96        0 3
     97        1 1
     97        0 3
     98        1 1
     98        0 3
     99        1 1
     99        0 3
    100        1 1
    100        0 3
    101        1 1
    101        0 3
    102        1 1
    102        0 3
    103        1 1
    103        0 3
    104        1 1
    104        0 3
    105        1 1
    105        0 3
    106        1 1
    106        0 3
    107        1 1
    107        0 3
    108        1 1
    108        0 3
    109        1 1
    109        0 3
    110        1 1
    110        0 3
    111        1 1
    111        0 3
    112        1 1
    112        0 3
    113        1 1
    113        0 3
    114        1 1
    114        0 3
    115        1 1
    115        0 3
    116        1 1
    116        0 3
    117        1 1
    117        0 3
    118        1 1
    118        0 3
    119        1 1
    119        0 3
    120        1 1
    120        0 3
    121        1 1
    121        0 3
    122        1 1
    122        0 3
    123        1 1
    123        0 3
    124        1 1
    124        0 3
    125        1 1
    125        0 3
    126        1 1
    126        0 3
    127        1 1
    127        0 3
    128        1 1
    128        0 3
    129        1 1
    129        0 3
    130        1 1
    130        0 3
    131        1 1
    131        0 3
    132        1 1
    132        0 3
    133        1 1
    133        0 3
    134        1 1
    134        0 3
    135        1 1
    135        0 3
    136        1 1
    136        0 3
    137        1 1
    137        0 3
    138        1 1
    138        0 3
    139        1 1
    139        0 3
    140        1 1
    140        0 3
    141        1 1
    141        0 3
    142        1 1
    142        0 3
    143        1 1
    143        0 3
    144        1 1
    144        0 3
    145        1 1
    145        0 3
    146        1 1
    146        0 3
    147        1 1
    147        0 3
    148        1 1
    148        0 3
